"meeting_date","scrape_date","move","diff_bps","bucket_rate","probability"
2024-08-06,2023-03-02,"0.10%",-300,0.1,0
2024-08-06,2023-03-02,"0.35%",-300,0.35,0
2024-08-06,2023-03-02,"0.60%",-300,0.6,0
2024-08-06,2023-03-02,"0.85%",-275,0.85,0
2024-08-06,2023-03-02,"1.10%",-250,1.1,0
2024-08-06,2023-03-02,"1.35%",-225,1.35,0
2024-08-06,2023-03-02,"1.60%",-200,1.6,0
2024-08-06,2023-03-02,"1.85%",-175,1.85,0
2024-08-06,2023-03-02,"2.10%",-150,2.1,0
2024-08-06,2023-03-02,"2.35%",-125,2.35,0
2024-08-06,2023-03-02,"2.60%",-100,2.6,0.013669978091281
2024-08-06,2023-03-02,"2.85%",-75,2.85,0.0366337381154076
2024-08-06,2023-03-02,"3.10%",-50,3.1,0.0781480961590398
2024-08-06,2023-03-02,"3.35%",-25,3.35,0.132712548484638
2024-08-06,2023-03-02,"3.60%",0,3.6,0.179426002498935
2024-08-06,2023-03-02,"3.85%",25,3.85,0.193131050278031
2024-08-06,2023-03-02,"4.10%",50,4.1,0.165506660235737
2024-08-06,2023-03-02,"4.35%",75,4.35,0.112919394488503
2024-08-06,2023-03-02,"4.60%",100,4.6,0.0613330033086171
2024-08-06,2023-03-02,"4.85%",125,4.85,0.0265195283398115
2024-08-06,2023-03-02,"5.10%",150,5.1,0
2024-08-06,2023-03-02,"5.35%",175,5.35,0
2024-08-06,2023-03-02,"5.60%",200,5.6,0
2024-08-06,2023-03-02,"5.85%",225,5.85,0
2024-08-06,2023-03-02,"6.10%",250,6.1,0
2024-08-06,2023-03-03,"0.10%",-300,0.1,0
2024-08-06,2023-03-03,"0.35%",-300,0.35,0
2024-08-06,2023-03-03,"0.60%",-300,0.6,0
2024-08-06,2023-03-03,"0.85%",-275,0.85,0
2024-08-06,2023-03-03,"1.10%",-250,1.1,0
2024-08-06,2023-03-03,"1.35%",-225,1.35,0
2024-08-06,2023-03-03,"1.60%",-200,1.6,0
2024-08-06,2023-03-03,"1.85%",-175,1.85,0
2024-08-06,2023-03-03,"2.10%",-150,2.1,0
2024-08-06,2023-03-03,"2.35%",-125,2.35,0
2024-08-06,2023-03-03,"2.60%",-100,2.6,0
2024-08-06,2023-03-03,"2.85%",-75,2.85,0.0245183800191048
2024-08-06,2023-03-03,"3.10%",-50,3.1,0.0662867583503921
2024-08-06,2023-03-03,"3.35%",-25,3.35,0.133071945039155
2024-08-06,2023-03-03,"3.60%",0,3.6,0.198398848449455
2024-08-06,2023-03-03,"3.85%",25,3.85,0.219697363684501
2024-08-06,2023-03-03,"4.10%",50,4.1,0.18069826130522
2024-08-06,2023-03-03,"4.35%",75,4.35,0.110384144598524
2024-08-06,2023-03-03,"4.60%",100,4.6,0.0500764828467337
2024-08-06,2023-03-03,"4.85%",125,4.85,0.0168678157069144
2024-08-06,2023-03-03,"5.10%",150,5.1,0
2024-08-06,2023-03-03,"5.35%",175,5.35,0
2024-08-06,2023-03-03,"5.60%",200,5.6,0
2024-08-06,2023-03-03,"5.85%",225,5.85,0
2024-08-06,2023-03-03,"6.10%",250,6.1,0
2024-08-06,2023-03-04,"0.10%",-300,0.1,0
2024-08-06,2023-03-04,"0.35%",-300,0.35,0
2024-08-06,2023-03-04,"0.60%",-300,0.6,0
2024-08-06,2023-03-04,"0.85%",-275,0.85,0
2024-08-06,2023-03-04,"1.10%",-250,1.1,0
2024-08-06,2023-03-04,"1.35%",-225,1.35,0
2024-08-06,2023-03-04,"1.60%",-200,1.6,0
2024-08-06,2023-03-04,"1.85%",-175,1.85,0
2024-08-06,2023-03-04,"2.10%",-150,2.1,0
2024-08-06,2023-03-04,"2.35%",-125,2.35,0.0200116092682623
2024-08-06,2023-03-04,"2.60%",-100,2.6,0.0366332784460884
2024-08-06,2023-03-04,"2.85%",-75,2.85,0.0598848616842455
2024-08-06,2023-03-04,"3.10%",-50,3.1,0.0874195168198892
2024-08-06,2023-03-04,"3.35%",-25,3.35,0.113959846002213
2024-08-06,2023-03-04,"3.60%",0,3.6,0.132662698263781
2024-08-06,2023-03-04,"3.85%",25,3.85,0.137911390202295
2024-08-06,2023-03-04,"4.10%",50,4.1,0.128028304121208
