"meeting_date","scrape_date","move","diff_bps","bucket_rate","probability"
2024-02-06,2022-09-05,"0.10%",-300,0.1,0
2024-02-06,2022-09-05,"0.35%",-300,0.35,0
2024-02-06,2022-09-05,"0.60%",-300,0.6,0
2024-02-06,2022-09-05,"0.85%",-275,0.85,0
2024-02-06,2022-09-05,"1.10%",-250,1.1,0
2024-02-06,2022-09-05,"1.35%",-225,1.35,0
2024-02-06,2022-09-05,"1.60%",-200,1.6,0
2024-02-06,2022-09-05,"1.85%",-175,1.85,0
2024-02-06,2022-09-05,"2.10%",-150,2.1,0
2024-02-06,2022-09-05,"2.35%",-125,2.35,0.0146578219618049
2024-02-06,2022-09-05,"2.60%",-100,2.6,0.0334845874962169
2024-02-06,2022-09-05,"2.85%",-75,2.85,0.0644840425532106
2024-02-06,2022-09-05,"3.10%",-50,3.1,0.104689519853655
2024-02-06,2022-09-05,"3.35%",-25,3.35,0.143286975358656
2024-02-06,2022-09-05,"3.60%",0,3.6,0.165336450441398
2024-02-06,2022-09-05,"3.85%",25,3.85,0.160839075318677
2024-02-06,2022-09-05,"4.10%",50,4.1,0.131909195817913
2024-02-06,2022-09-05,"4.35%",75,4.35,0.0912043227013262
2024-02-06,2022-09-05,"4.60%",100,4.6,0.053162547186968
2024-02-06,2022-09-05,"4.85%",125,4.85,0.0261237954046169
2024-02-06,2022-09-05,"5.10%",150,5.1,0.0108216659055583
2024-02-06,2022-09-05,"5.35%",175,5.35,0
2024-02-06,2022-09-05,"5.60%",200,5.6,0
2024-02-06,2022-09-05,"5.85%",225,5.85,0
2024-02-06,2022-09-05,"6.10%",250,6.1,0
2024-02-06,2022-09-06,"0.10%",-300,0.1,0
2024-02-06,2022-09-06,"0.35%",-300,0.35,0
2024-02-06,2022-09-06,"0.60%",-300,0.6,0
2024-02-06,2022-09-06,"0.85%",-275,0.85,0
2024-02-06,2022-09-06,"1.10%",-250,1.1,0
2024-02-06,2022-09-06,"1.35%",-225,1.35,0
2024-02-06,2022-09-06,"1.60%",-200,1.6,0
2024-02-06,2022-09-06,"1.85%",-175,1.85,0
2024-02-06,2022-09-06,"2.10%",-150,2.1,0
2024-02-06,2022-09-06,"2.35%",-125,2.35,0
2024-02-06,2022-09-06,"2.60%",-100,2.6,0.0270761600758768
2024-02-06,2022-09-06,"2.85%",-75,2.85,0.0592132670764062
2024-02-06,2022-09-06,"3.10%",-50,3.1,0.105608070788838
2024-02-06,2022-09-06,"3.35%",-25,3.35,0.153617047640379
2024-02-06,2022-09-06,"3.60%",0,3.6,0.182245929545275
2024-02-06,2022-09-06,"3.85%",25,3.85,0.176342849192636
2024-02-06,2022-09-06,"4.10%",50,4.1,0.139167685880071
2024-02-06,2022-09-06,"4.35%",75,4.35,0.0895760536064765
2024-02-06,2022-09-06,"4.60%",100,4.6,0.0470223665585925
2024-02-06,2022-09-06,"4.85%",125,4.85,0.0201305696354484
2024-02-06,2022-09-06,"5.10%",150,5.1,0
2024-02-06,2022-09-06,"5.35%",175,5.35,0
2024-02-06,2022-09-06,"5.60%",200,5.6,0
2024-02-06,2022-09-06,"5.85%",225,5.85,0
2024-02-06,2022-09-06,"6.10%",250,6.1,0
2024-02-06,2022-09-07,"0.10%",-300,0.1,0
2024-02-06,2022-09-07,"0.35%",-300,0.35,0
2024-02-06,2022-09-07,"0.60%",-300,0.6,0
2024-02-06,2022-09-07,"0.85%",-275,0.85,0
2024-02-06,2022-09-07,"1.10%",-250,1.1,0
2024-02-06,2022-09-07,"1.35%",-225,1.35,0
2024-02-06,2022-09-07,"1.60%",-200,1.6,0
2024-02-06,2022-09-07,"1.85%",-175,1.85,0
2024-02-06,2022-09-07,"2.10%",-150,2.1,0
2024-02-06,2022-09-07,"2.35%",-125,2.35,0.0105583928959289
2024-02-06,2022-09-07,"2.60%",-100,2.6,0.0293093034278637
2024-02-06,2022-09-07,"2.85%",-75,2.85,0.065169970338017
2024-02-06,2022-09-07,"3.10%",-50,3.1,0.116079464845281
2024-02-06,2022-09-07,"3.35%",-25,3.35,0.16563512490071
2024-02-06,2022-09-07,"3.60%",0,3.6,0.189344744242471
2024-02-06,2022-09-07,"3.85%",25,3.85,0.173405707179245
2024-02-06,2022-09-07,"4.10%",50,4.1,0.127226971446034
2024-02-06,2022-09-07,"4.35%",75,4.35,0.0747804215253695
2024-02-06,2022-09-07,"4.60%",100,4.6,0.0352101592650859
2024-02-06,2022-09-07,"4.85%",125,4.85,0.0132797399339929
2024-02-06,2022-09-07,"5.10%",150,5.1,0
2024-02-06,2022-09-07,"5.35%",175,5.35,0
2024-02-06,2022-09-07,"5.60%",200,5.6,0
2024-02-06,2022-09-07,"5.85%",225,5.85,0
2024-02-06,2022-09-07,"6.10%",250,6.1,0
2024-02-06,2022-09-08,"0.10%",-300,0.1,0
2024-02-06,2022-09-08,"0.35%",-300,0.35,0
2024-02-06,2022-09-08,"0.60%",-300,0.6,0
2024-02-06,2022-09-08,"0.85%",-275,0.85,0
2024-02-06,2022-09-08,"1.10%",-250,1.1,0
2024-02-06,2022-09-08,"1.35%",-225,1.35,0
2024-02-06,2022-09-08,"1.60%",-200,1.6,0
2024-02-06,2022-09-08,"1.85%",-175,1.85,0
2024-02-06,2022-09-08,"2.10%",-150,2.1,0
2024-02-06,2022-09-08,"2.35%",-125,2.35,0.0130021191767441
2024-02-06,2022-09-08,"2.60%",-100,2.6,0.0317815641862023
2024-02-06,2022-09-08,"2.85%",-75,2.85,0.0644165499047403
2024-02-06,2022-09-08,"3.10%",-50,3.1,0.108267358892774
2024-02-06,2022-09-08,"3.35%",-25,3.35,0.150899606464795
2024-02-06,2022-09-08,"3.60%",0,3.6,0.174412381109389
2024-02-06,2022-09-08,"3.85%",25,3.85,0.167174001575239
2024-02-06,2022-09-08,"4.10%",50,4.1,0.132880525628604
2024-02-06,2022-09-08,"4.35%",75,4.35,0.0875889746197261
