"meeting_date","scrape_date","move","diff_bps","bucket_rate","probability"
2025-02-18,2023-09-01,"0.10%",-300,0.1,0
2025-02-18,2023-09-01,"0.35%",-300,0.35,0
2025-02-18,2023-09-01,"0.60%",-300,0.6,0
2025-02-18,2023-09-01,"0.85%",-275,0.85,0
2025-02-18,2023-09-01,"1.10%",-250,1.1,0
2025-02-18,2023-09-01,"1.35%",-225,1.35,0
2025-02-18,2023-09-01,"1.60%",-200,1.6,0
2025-02-18,2023-09-01,"1.85%",-175,1.85,0
2025-02-18,2023-09-01,"2.10%",-150,2.1,0
2025-02-18,2023-09-01,"2.35%",-125,2.35,0.0103214625692637
2025-02-18,2023-09-01,"2.60%",-100,2.6,0.0268511984086498
2025-02-18,2023-09-01,"2.85%",-75,2.85,0.0575031801265071
2025-02-18,2023-09-01,"3.10%",-50,3.1,0.101378539877579
2025-02-18,2023-09-01,"3.35%",-25,3.35,0.147143658833639
2025-02-18,2023-09-01,"3.60%",0,3.6,0.175828256511492
2025-02-18,2023-09-01,"3.85%",25,3.85,0.172978581318935
2025-02-18,2023-09-01,"4.10%",50,4.1,0.140104498493969
2025-02-18,2023-09-01,"4.35%",75,4.35,0.0934247777131379
2025-02-18,2023-09-01,"4.60%",100,4.6,0.0512874592664356
2025-02-18,2023-09-01,"4.85%",125,4.85,0.0231783868803911
2025-02-18,2023-09-01,"5.10%",150,5.1,0
2025-02-18,2023-09-01,"5.35%",175,5.35,0
2025-02-18,2023-09-01,"5.60%",200,5.6,0
2025-02-18,2023-09-01,"5.85%",225,5.85,0
2025-02-18,2023-09-01,"6.10%",250,6.1,0
2025-02-18,2023-09-04,"0.10%",-300,0.1,0
2025-02-18,2023-09-04,"0.35%",-300,0.35,0
2025-02-18,2023-09-04,"0.60%",-300,0.6,0
2025-02-18,2023-09-04,"0.85%",-275,0.85,0
2025-02-18,2023-09-04,"1.10%",-250,1.1,0
2025-02-18,2023-09-04,"1.35%",-225,1.35,0
2025-02-18,2023-09-04,"1.60%",-200,1.6,0
2025-02-18,2023-09-04,"1.85%",-175,1.85,0
2025-02-18,2023-09-04,"2.10%",-150,2.1,0.0163283377566702
2025-02-18,2023-09-04,"2.35%",-125,2.35,0.0293398889895506
2025-02-18,2023-09-04,"2.60%",-100,2.6,0.047809310030218
2025-02-18,2023-09-04,"2.85%",-75,2.85,0.0706489419531511
2025-02-18,2023-09-04,"3.10%",-50,3.1,0.0946758818822814
2025-02-18,2023-09-04,"3.35%",-25,3.35,0.115057404520036
2025-02-18,2023-09-04,"3.60%",0,3.6,0.126803714608784
2025-02-18,2023-09-04,"3.85%",25,3.85,0.12673363878032
2025-02-18,2023-09-04,"4.10%",50,4.1,0.114866756096899
2025-02-18,2023-09-04,"4.35%",75,4.35,0.0944145640361437
2025-02-18,2023-09-04,"4.60%",100,4.6,0.0703760900995829
2025-02-18,2023-09-04,"4.85%",125,4.85,0.0475720400120811
2025-02-18,2023-09-04,"5.10%",150,5.1,0.0291620181075675
2025-02-18,2023-09-04,"5.35%",175,5.35,0.0162114131267152
2025-02-18,2023-09-04,"5.60%",200,5.6,0
2025-02-18,2023-09-04,"5.85%",225,5.85,0
2025-02-18,2023-09-04,"6.10%",250,6.1,0
2025-02-18,2023-09-05,"0.10%",-300,0.1,0
2025-02-18,2023-09-05,"0.35%",-300,0.35,0
2025-02-18,2023-09-05,"0.60%",-300,0.6,0
2025-02-18,2023-09-05,"0.85%",-275,0.85,0
2025-02-18,2023-09-05,"1.10%",-250,1.1,0
2025-02-18,2023-09-05,"1.35%",-225,1.35,0
2025-02-18,2023-09-05,"1.60%",-200,1.6,0
2025-02-18,2023-09-05,"1.85%",-175,1.85,0
2025-02-18,2023-09-05,"2.10%",-150,2.1,0.0142687134672001
2025-02-18,2023-09-05,"2.35%",-125,2.35,0.0263062900689973
2025-02-18,2023-09-05,"2.60%",-100,2.6,0.043915606688581
2025-02-18,2023-09-05,"2.85%",-75,2.85,0.0663841626733434
2025-02-18,2023-09-05,"3.10%",-50,3.1,0.0908652583793668
2025-02-18,2023-09-05,"3.35%",-25,3.35,0.112621204449566
2025-02-18,2023-09-05,"3.60%",0,3.6,0.126395660000868
2025-02-18,2023-09-05,"3.85%",25,3.85,0.128450046682588
2025-02-18,2023-09-05,"4.10%",50,4.1,0.118202466624066
2025-02-18,2023-09-05,"4.35%",75,4.35,0.0984937515818123
2025-02-18,2023-09-05,"4.60%",100,4.6,0.074315606869435
2025-02-18,2023-09-05,"4.85%",125,4.85,0.0507737887503717
2025-02-18,2023-09-05,"5.10%",150,5.1,0.031411302483104
2025-02-18,2023-09-05,"5.35%",175,5.35,0.0175961412807004
2025-02-18,2023-09-05,"5.60%",200,5.6,0
2025-02-18,2023-09-05,"5.85%",225,5.85,0
2025-02-18,2023-09-05,"6.10%",250,6.1,0
2025-02-18,2023-09-06,"0.10%",-300,0.1,0
2025-02-18,2023-09-06,"0.35%",-300,0.35,0
2025-02-18,2023-09-06,"0.60%",-300,0.6,0
2025-02-18,2023-09-06,"0.85%",-275,0.85,0
2025-02-18,2023-09-06,"1.10%",-250,1.1,0
2025-02-18,2023-09-06,"1.35%",-225,1.35,0
2025-02-18,2023-09-06,"1.60%",-200,1.6,0
2025-02-18,2023-09-06,"1.85%",-175,1.85,0
2025-02-18,2023-09-06,"2.10%",-150,2.1,0.0111177793380301
2025-02-18,2023-09-06,"2.35%",-125,2.35,0.0223972044852385
2025-02-18,2023-09-06,"2.60%",-100,2.6,0.0402517949004263
2025-02-18,2023-09-06,"2.85%",-75,2.85,0.0645350292159556
2025-02-18,2023-09-06,"3.10%",-50,3.1,0.0923054105534561
2025-02-18,2023-09-06,"3.35%",-25,3.35,0.117782875101498
2025-02-18,2023-09-06,"3.60%",0,3.6,0.134079330036857
2025-02-18,2023-09-06,"3.85%",25,3.85,0.136165446175645
2025-02-18,2023-09-06,"4.10%",50,4.1,0.123366568096794
2025-02-18,2023-09-06,"4.35%",75,4.35,0.0997132784777172
2025-02-18,2023-09-06,"4.60%",100,4.6,0.0719005608163523
2025-02-18,2023-09-06,"4.85%",125,4.85,0.0462523216774076
2025-02-18,2023-09-06,"5.10%",150,5.1,0.026543266849215
2025-02-18,2023-09-06,"5.35%",175,5.35,0.0135891342754068
2025-02-18,2023-09-06,"5.60%",200,5.6,0
2025-02-18,2023-09-06,"5.85%",225,5.85,0
2025-02-18,2023-09-06,"6.10%",250,6.1,0
2025-02-18,2023-09-07,"0.10%",-300,0.1,0
2025-02-18,2023-09-07,"0.35%",-300,0.35,0
2025-02-18,2023-09-07,"0.60%",-300,0.6,0
2025-02-18,2023-09-07,"0.85%",-275,0.85,0
2025-02-18,2023-09-07,"1.10%",-250,1.1,0
2025-02-18,2023-09-07,"1.35%",-225,1.35,0
2025-02-18,2023-09-07,"1.60%",-200,1.6,0
2025-02-18,2023-09-07,"1.85%",-175,1.85,0
2025-02-18,2023-09-07,"2.10%",-150,2.1,0
2025-02-18,2023-09-07,"2.35%",-125,2.35,0.0166033180482699
2025-02-18,2023-09-07,"2.60%",-100,2.6,0.0321081652810492
2025-02-18,2023-09-07,"2.85%",-75,2.85,0.0550282315192622
2025-02-18,2023-09-07,"3.10%",-50,3.1,0.0835811869827488
2025-02-18,2023-09-07,"3.35%",-25,3.35,0.112508964393372
2025-02-18,2023-09-07,"3.60%",0,3.6,0.134221864669797
2025-02-18,2023-09-07,"3.85%",25,3.85,0.141911669872399
2025-02-18,2023-09-07,"4.10%",50,4.1,0.13297561870033
2025-02-18,2023-09-07,"4.35%",75,4.35,0.110429363644992
2025-02-18,2023-09-07,"4.60%",100,4.6,0.0812745447947262
2025-02-18,2023-09-07,"4.85%",125,4.85,0.0530127037224418
2025-02-18,2023-09-07,"5.10%",150,5.1,0.0306448878116625
2025-02-18,2023-09-07,"5.35%",175,5.35,0.0156994805589512
2025-02-18,2023-09-07,"5.60%",200,5.6,0
2025-02-18,2023-09-07,"5.85%",225,5.85,0
2025-02-18,2023-09-07,"6.10%",250,6.1,0
2025-02-18,2023-09-08,"0.10%",-300,0.1,0
2025-02-18,2023-09-08,"0.35%",-300,0.35,0
2025-02-18,2023-09-08,"0.60%",-300,0.6,0
2025-02-18,2023-09-08,"0.85%",-275,0.85,0
2025-02-18,2023-09-08,"1.10%",-250,1.1,0
2025-02-18,2023-09-08,"1.35%",-225,1.35,0
2025-02-18,2023-09-08,"1.60%",-200,1.6,0
2025-02-18,2023-09-08,"1.85%",-175,1.85,0
2025-02-18,2023-09-08,"2.10%",-150,2.1,0
2025-02-18,2023-09-08,"2.35%",-125,2.35,0
2025-02-18,2023-09-08,"2.60%",-100,2.6,0
2025-02-18,2023-09-08,"2.85%",-75,2.85,0.0243371396659983
2025-02-18,2023-09-08,"3.10%",-50,3.1,0.0658069651757599
2025-02-18,2023-09-08,"3.35%",-25,3.35,0.132257175683315
2025-02-18,2023-09-08,"3.60%",0,3.6,0.197596526565195
2025-02-18,2023-09-08,"3.85%",25,3.85,0.219478503479502
2025-02-18,2023-09-08,"4.10%",50,4.1,0.181245767964181
2025-02-18,2023-09-08,"4.35%",75,4.35,0.111272468492341
2025-02-18,2023-09-08,"4.60%",100,4.6,0.0507812398941952
2025-02-18,2023-09-08,"4.85%",125,4.85,0.0172242130795123
2025-02-18,2023-09-08,"5.10%",150,5.1,0
2025-02-18,2023-09-08,"5.35%",175,5.35,0
2025-02-18,2023-09-08,"5.60%",200,5.6,0
2025-02-18,2023-09-08,"5.85%",225,5.85,0
2025-02-18,2023-09-08,"6.10%",250,6.1,0
2025-02-18,2023-09-11,"0.10%",-300,0.1,0
2025-02-18,2023-09-11,"0.35%",-300,0.35,0
2025-02-18,2023-09-11,"0.60%",-300,0.6,0
2025-02-18,2023-09-11,"0.85%",-275,0.85,0
2025-02-18,2023-09-11,"1.10%",-250,1.1,0
2025-02-18,2023-09-11,"1.35%",-225,1.35,0
2025-02-18,2023-09-11,"1.60%",-200,1.6,0
2025-02-18,2023-09-11,"1.85%",-175,1.85,0
2025-02-18,2023-09-11,"2.10%",-150,2.1,0
2025-02-18,2023-09-11,"2.35%",-125,2.35,0
2025-02-18,2023-09-11,"2.60%",-100,2.6,0.0193423418509281
2025-02-18,2023-09-11,"2.85%",-75,2.85,0.0429059959062808
2025-02-18,2023-09-11,"3.10%",-50,3.1,0.0795212217941078
2025-02-18,2023-09-11,"3.35%",-25,3.35,0.123145149533515
2025-02-18,2023-09-11,"3.60%",0,3.6,0.1593419775179
2025-02-18,2023-09-11,"3.85%",25,3.85,0.172277009997055
2025-02-18,2023-09-11,"4.10%",50,4.1,0.155636116372037
2025-02-18,2023-09-11,"4.35%",75,4.35,0.117483577261558
2025-02-18,2023-09-11,"4.60%",100,4.6,0.0741005694342628
2025-02-18,2023-09-11,"4.85%",125,4.85,0.0390511321340237
2025-02-18,2023-09-11,"5.10%",150,5.1,0.0171949081983321
2025-02-18,2023-09-11,"5.35%",175,5.35,0
2025-02-18,2023-09-11,"5.60%",200,5.6,0
2025-02-18,2023-09-11,"5.85%",225,5.85,0
2025-02-18,2023-09-11,"6.10%",250,6.1,0
2025-02-18,2023-09-12,"0.10%",-300,0.1,0
2025-02-18,2023-09-12,"0.35%",-300,0.35,0
2025-02-18,2023-09-12,"0.60%",-300,0.6,0
2025-02-18,2023-09-12,"0.85%",-275,0.85,0
2025-02-18,2023-09-12,"1.10%",-250,1.1,0
2025-02-18,2023-09-12,"1.35%",-225,1.35,0
2025-02-18,2023-09-12,"1.60%",-200,1.6,0
2025-02-18,2023-09-12,"1.85%",-175,1.85,0
2025-02-18,2023-09-12,"2.10%",-150,2.1,0
2025-02-18,2023-09-12,"2.35%",-125,2.35,0
2025-02-18,2023-09-12,"2.60%",-100,2.6,0.019051448339911
2025-02-18,2023-09-12,"2.85%",-75,2.85,0.042439835468256
2025-02-18,2023-09-12,"3.10%",-50,3.1,0.0789532301327524
2025-02-18,2023-09-12,"3.35%",-25,3.35,0.122667607556873
2025-02-18,2023-09-12,"3.60%",0,3.6,0.159170738195433
2025-02-18,2023-09-12,"3.85%",25,3.85,0.172494645779232
2025-02-18,2023-09-12,"4.10%",50,4.1,0.156123698982316
2025-02-18,2023-09-12,"4.35%",75,4.35,0.118015941018297
2025-02-18,2023-09-12,"4.60%",100,4.6,0.0745049305081074
2025-02-18,2023-09-12,"4.85%",125,4.85,0.0392818458088522
2025-02-18,2023-09-12,"5.10%",150,5.1,0.0172960782099703
2025-02-18,2023-09-12,"5.35%",175,5.35,0
2025-02-18,2023-09-12,"5.60%",200,5.6,0
2025-02-18,2023-09-12,"5.85%",225,5.85,0
2025-02-18,2023-09-12,"6.10%",250,6.1,0
2025-02-18,2023-09-13,"0.10%",-300,0.1,0
2025-02-18,2023-09-13,"0.35%",-300,0.35,0
2025-02-18,2023-09-13,"0.60%",-300,0.6,0
2025-02-18,2023-09-13,"0.85%",-275,0.85,0
2025-02-18,2023-09-13,"1.10%",-250,1.1,0
2025-02-18,2023-09-13,"1.35%",-225,1.35,0
2025-02-18,2023-09-13,"1.60%",-200,1.6,0
2025-02-18,2023-09-13,"1.85%",-175,1.85,0
2025-02-18,2023-09-13,"2.10%",-150,2.1,0
2025-02-18,2023-09-13,"2.35%",-125,2.35,0
2025-02-18,2023-09-13,"2.60%",-100,2.6,0.0130276664534246
2025-02-18,2023-09-13,"2.85%",-75,2.85,0.0332286061314561
2025-02-18,2023-09-13,"3.10%",-50,3.1,0.0690917603050826
2025-02-18,2023-09-13,"3.35%",-25,3.35,0.117120163651873
2025-02-18,2023-09-13,"3.60%",0,3.6,0.161862045825362
2025-02-18,2023-09-13,"3.85%",25,3.85,0.182379777474396
2025-02-18,2023-09-13,"4.10%",50,4.1,0.167544620724481
2025-02-18,2023-09-13,"4.35%",75,4.35,0.125488436644886
2025-02-18,2023-09-13,"4.60%",100,4.6,0.0766279260127279
2025-02-18,2023-09-13,"4.85%",125,4.85,0.0381474013428815
2025-02-18,2023-09-13,"5.10%",150,5.1,0.0154815954334299
2025-02-18,2023-09-13,"5.35%",175,5.35,0
2025-02-18,2023-09-13,"5.60%",200,5.6,0
2025-02-18,2023-09-13,"5.85%",225,5.85,0
2025-02-18,2023-09-13,"6.10%",250,6.1,0
2025-02-18,2023-09-14,"0.10%",-300,0.1,0
2025-02-18,2023-09-14,"0.35%",-300,0.35,0
2025-02-18,2023-09-14,"0.60%",-300,0.6,0
2025-02-18,2023-09-14,"0.85%",-275,0.85,0
2025-02-18,2023-09-14,"1.10%",-250,1.1,0
2025-02-18,2023-09-14,"1.35%",-225,1.35,0
2025-02-18,2023-09-14,"1.60%",-200,1.6,0
2025-02-18,2023-09-14,"1.85%",-175,1.85,0
2025-02-18,2023-09-14,"2.10%",-150,2.1,0
2025-02-18,2023-09-14,"2.35%",-125,2.35,0
2025-02-18,2023-09-14,"2.60%",-100,2.6,0.0112959582847017
2025-02-18,2023-09-14,"2.85%",-75,2.85,0.0314133241261658
2025-02-18,2023-09-14,"3.10%",-50,3.1,0.0695380219358265
