"meeting_date","scrape_date","move","diff_bps","bucket_rate","probability"
2024-05-07,2022-12-20,"0.10%",-300,0.1,0
2024-05-07,2022-12-20,"0.35%",-300,0.35,0
2024-05-07,2022-12-20,"0.60%",-300,0.6,0
2024-05-07,2022-12-20,"0.85%",-275,0.85,0
2024-05-07,2022-12-20,"1.10%",-250,1.1,0
2024-05-07,2022-12-20,"1.35%",-225,1.35,0
2024-05-07,2022-12-20,"1.60%",-200,1.6,0
2024-05-07,2022-12-20,"1.85%",-175,1.85,0
2024-05-07,2022-12-20,"2.10%",-150,2.1,0
2024-05-07,2022-12-20,"2.35%",-125,2.35,0.0196705488204531
2024-05-07,2022-12-20,"2.60%",-100,2.6,0.0432340764482217
2024-05-07,2022-12-20,"2.85%",-75,2.85,0.0795818870003635
2024-05-07,2022-12-20,"3.10%",-50,3.1,0.122685448946336
2024-05-07,2022-12-20,"3.35%",-25,3.35,0.158405995228031
2024-05-07,2022-12-20,"3.60%",0,3.6,0.171299165311598
2024-05-07,2022-12-20,"3.85%",25,3.85,0.155147791109027
2024-05-07,2022-12-20,"4.10%",50,4.1,0.117690277102132
2024-05-07,2022-12-20,"4.35%",75,4.35,0.0747712159236437
2024-05-07,2022-12-20,"4.60%",100,4.6,0.0397848565990011
2024-05-07,2022-12-20,"4.85%",125,4.85,0.0177287375111916
2024-05-07,2022-12-20,"5.10%",150,5.1,0
2024-05-07,2022-12-20,"5.35%",175,5.35,0
2024-05-07,2022-12-20,"5.60%",200,5.6,0
2024-05-07,2022-12-20,"5.85%",225,5.85,0
2024-05-07,2022-12-20,"6.10%",250,6.1,0
2024-05-07,2022-12-21,"0.10%",-300,0.1,0
2024-05-07,2022-12-21,"0.35%",-300,0.35,0
2024-05-07,2022-12-21,"0.60%",-300,0.6,0
2024-05-07,2022-12-21,"0.85%",-275,0.85,0
2024-05-07,2022-12-21,"1.10%",-250,1.1,0
2024-05-07,2022-12-21,"1.35%",-225,1.35,0
2024-05-07,2022-12-21,"1.60%",-200,1.6,0
2024-05-07,2022-12-21,"1.85%",-175,1.85,0
2024-05-07,2022-12-21,"2.10%",-150,2.1,0
2024-05-07,2022-12-21,"2.35%",-125,2.35,0.0160467962046913
2024-05-07,2022-12-21,"2.60%",-100,2.6,0.0356483656492566
2024-05-07,2022-12-21,"2.85%",-75,2.85,0.0670353109108852
2024-05-07,2022-12-21,"3.10%",-50,3.1,0.106706528268198
2024-05-07,2022-12-21,"3.35%",-25,3.35,0.143783701210053
2024-05-07,2022-12-21,"3.60%",0,3.6,0.164007906664218
2024-05-07,2022-12-21,"3.85%",25,3.85,0.158364800051112
2024-05-07,2022-12-21,"4.10%",50,4.1,0.129446604684242
2024-05-07,2022-12-21,"4.35%",75,4.35,0.0895689141446165
2024-05-07,2022-12-21,"4.60%",100,4.6,0.0524628954877169
2024-05-07,2022-12-21,"4.85%",125,4.85,0.0260115606407399
2024-05-07,2022-12-21,"5.10%",150,5.1,0.0109166160842709
2024-05-07,2022-12-21,"5.35%",175,5.35,0
2024-05-07,2022-12-21,"5.60%",200,5.6,0
2024-05-07,2022-12-21,"5.85%",225,5.85,0
2024-05-07,2022-12-21,"6.10%",250,6.1,0
2024-05-07,2022-12-22,"0.10%",-300,0.1,0
2024-05-07,2022-12-22,"0.35%",-300,0.35,0
2024-05-07,2022-12-22,"0.60%",-300,0.6,0
2024-05-07,2022-12-22,"0.85%",-275,0.85,0
2024-05-07,2022-12-22,"1.10%",-250,1.1,0
2024-05-07,2022-12-22,"1.35%",-225,1.35,0
2024-05-07,2022-12-22,"1.60%",-200,1.6,0
2024-05-07,2022-12-22,"1.85%",-175,1.85,0
2024-05-07,2022-12-22,"2.10%",-150,2.1,0
2024-05-07,2022-12-22,"2.35%",-125,2.35,0
2024-05-07,2022-12-22,"2.60%",-100,2.6,0.0297057765583389
2024-05-07,2022-12-22,"2.85%",-75,2.85,0.0710141860786446
2024-05-07,2022-12-22,"3.10%",-50,3.1,0.131174725897203
2024-05-07,2022-12-22,"3.35%",-25,3.35,0.187238507103263
2024-05-07,2022-12-22,"3.60%",0,3.6,0.206539569918342
2024-05-07,2022-12-22,"3.85%",25,3.85,0.176068191143008
2024-05-07,2022-12-22,"4.10%",50,4.1,0.115989214116376
2024-05-07,2022-12-22,"4.35%",75,4.35,0.0590454370012062
2024-05-07,2022-12-22,"4.60%",100,4.6,0.0232243921836192
2024-05-07,2022-12-22,"4.85%",125,4.85,0
2024-05-07,2022-12-22,"5.10%",150,5.1,0
2024-05-07,2022-12-22,"5.35%",175,5.35,0
2024-05-07,2022-12-22,"5.60%",200,5.6,0
2024-05-07,2022-12-22,"5.85%",225,5.85,0
2024-05-07,2022-12-22,"6.10%",250,6.1,0
2024-05-07,2022-12-23,"0.10%",-300,0.1,0
2024-05-07,2022-12-23,"0.35%",-300,0.35,0
2024-05-07,2022-12-23,"0.60%",-300,0.6,0
2024-05-07,2022-12-23,"0.85%",-275,0.85,0
2024-05-07,2022-12-23,"1.10%",-250,1.1,0
2024-05-07,2022-12-23,"1.35%",-225,1.35,0
2024-05-07,2022-12-23,"1.60%",-200,1.6,0
2024-05-07,2022-12-23,"1.85%",-175,1.85,0
2024-05-07,2022-12-23,"2.10%",-150,2.1,0
2024-05-07,2022-12-23,"2.35%",-125,2.35,0
